

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 100000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.449 | 4.449 | 4.449 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
         0  -0.063926025    5              5              10             250            0             -2389.0774    
         1  -0.065054706    4.995          4.995          9.99           249.25075      0             -2438.3314    
         2  -0.066204558    4.99           4.99           9.98           248.503        0             -2489.5083    
         3  -0.067376408    4.985          4.985          9.97           247.75674      0             -2542.6493    
         4  -0.068571056    4.98           4.98           9.96           247.01198      0             -2597.7009    
         5  -0.06978929     4.975          4.975          9.95           246.26872      0             -2654.6721    
         6  -0.071031901    4.97           4.97           9.94           245.52695      0             -2713.5729    
         7  -0.072299677    4.965          4.965          9.93           244.78666      0             -2774.4139    
         8  -0.073593406    4.96           4.96           9.92           244.04787      0             -2837.2066    
         9  -0.074913878    4.955          4.955          9.91           243.31057      0             -2901.9632    
        10  -0.07626188     4.95           4.95           9.9            242.57475      0             -2968.6968    
        11  -0.077638204    4.945          4.945          9.89           241.84042      0             -3037.421     
        12  -0.07904364     4.94           4.94           9.88           241.10757      0             -3108.1499    
        13  -0.080478981    4.935          4.935          9.87           240.3762       0             -3180.8985    
        14  -0.081945021    4.93           4.93           9.86           239.64631      0             -3255.682     
        15  -0.083442554    4.925          4.925          9.85           238.91791      0             -3332.5164    
        16  -0.084972379    4.92           4.92           9.84           238.19098      0             -3411.4179    
        17  -0.086535295    4.915          4.915          9.83           237.46552      0             -3492.4033    
        18  -0.088132103    4.91           4.91           9.82           236.74154      0             -3575.4896    
        19  -0.089763607    4.905          4.905          9.81           236.01904      0             -3660.6997    
        20  -0.091430619    4.9            4.9            9.8            235.298        0             -3748.1839    
        21  -0.093133833    4.895          4.895          9.79           234.57843      0             -3836.5254    
        22  -0.094872734    4.89           4.89           9.78           233.86034      0             -3922.3959    
        23  -0.096645777    4.885          4.885          9.77           233.14371      0             -4005.1313    
        24  -0.09845143     4.88           4.88           9.76           232.42854      0             -4084.755     
        25  -0.10028816     4.875          4.875          9.75           231.71484      0             -4161.2566    
        26  -0.10215444     4.87           4.87           9.74           231.00261      0             -4234.6259    
        27  -0.10404874     4.865          4.865          9.73           230.29183      0             -4304.8523    
        28  -0.10596955     4.86           4.86           9.72           229.58251      0             -4371.9257    
        29  -0.10791535     4.855          4.855          9.71           228.87465      0             -4435.8356    
        30  -0.10988462     4.85           4.85           9.7            228.16825      0             -4496.5715    
        31  -0.11187585     4.845          4.845          9.69           227.4633       0             -4554.1229    
        32  -0.11388756     4.84           4.84           9.68           226.75981      0             -4608.4792    
        33  -0.11591822     4.835          4.835          9.67           226.05777      0             -4659.6297    
        34  -0.11796635     4.83           4.83           9.66           225.35717      0             -4707.5635    
        35  -0.12003046     4.825          4.825          9.65           224.65803      0             -4752.2694    
        36  -0.12210906     4.82           4.82           9.64           223.96034      0             -4793.7362    
        37  -0.12420067     4.815          4.815          9.63           223.26409      0             -4831.9524    
        38  -0.12630381     4.81           4.81           9.62           222.56928      0             -4866.9064    
        39  -0.12841699     4.805          4.805          9.61           221.87592      0             -4898.5862    
        40  -0.13053875     4.8            4.8            9.6            221.184        0             -4926.9797    
        41  -0.13266763     4.795          4.795          9.59           220.49352      0             -4952.0744    
        42  -0.13480215     4.79           4.79           9.58           219.80448      0             -4973.8578    
        43  -0.13694086     4.785          4.785          9.57           219.11687      0             -4992.3167    
        44  -0.13908229     4.78           4.78           9.56           218.4307       0             -5007.438     
        45  -0.14122499     4.775          4.775          9.55           217.74597      0             -5019.2081    
        46  -0.14336751     4.77           4.77           9.54           217.06267      0             -5027.6133    
        47  -0.14550841     4.765          4.765          9.53           216.38079      0             -5032.6393    
        48  -0.14764623     4.76           4.76           9.52           215.70035      0             -5034.2719    
        49  -0.14977954     4.755          4.755          9.51           215.02134      0             -5032.4962    
        50  -0.15190689     4.75           4.75           9.5            214.34375      0             -5027.2972    
        51  -0.15402685     4.745          4.745          9.49           213.66759      0             -5018.6595    
        52  -0.15613798     4.74           4.74           9.48           212.99285      0             -5006.5673    
        53  -0.15823885     4.735          4.735          9.47           212.31953      0             -4991.0045    
        54  -0.16032803     4.73           4.73           9.46           211.64763      0             -4971.9549    
        55  -0.16240409     4.725          4.725          9.45           210.97716      0             -4949.4015    
        56  -0.16446562     4.72           4.72           9.44           210.3081       0             -4923.3274    
        57  -0.16651118     4.715          4.715          9.43           209.64045      0             -4893.7152    
        58  -0.16853935     4.71           4.71           9.42           208.97422      0             -4860.547     
        59  -0.17054872     4.705          4.705          9.41           208.30941      0             -4823.8287    
        60  -0.17253786     4.7            4.7            9.4            207.646        0             -4783.4891    
        61  -0.17450548     4.695          4.695          9.39           206.984        0             -4740.8176    
        62  -0.1764518      4.69           4.69           9.38           206.32342      0             -4700.7608    
