

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 1000000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.441 | 4.441 | 4.441 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
         0  -0.032008427    7              7              5              245            0             -1223.1428    
         1  -0.032574755    6.993          6.993          4.995          244.26573      0             -1248.4982    
         2  -0.03315177     6.986          6.986          4.99           243.53294      0             -1274.8262    
         3  -0.033739869    6.979          6.979          4.985          242.80161      0             -1302.1305    
         4  -0.034339452    6.972          6.972          4.98           242.07174      0             -1330.4154    
         5  -0.034950914    6.965          6.965          4.975          241.34334      0             -1359.6854    
         6  -0.035574654    6.958          6.958          4.97           240.61641      0             -1389.9458    
         7  -0.036345797    6.951          6.951          4.965          239.89093      0             -1036.6899    
         8  -0.036877734    6.944          6.944          4.96           239.16691      0             -1316.9807    
         9  -0.037534094    6.937          6.937          4.955          238.44436      0             -1593.2118    
        10  -0.038312527    6.93           6.93           4.95           237.72325      0             -1865.2996    
        11  -0.039210655    6.923          6.923          4.945          237.00361      0             -2133.1517    
        12  -0.040226068    6.916          6.916          4.94           236.28542      0             -2396.6659    
        13  -0.041356321    6.909          6.909          4.935          235.56868      0             -2655.7282    
        14  -0.042598927    6.902          6.902          4.93           234.85339      0             -2910.2105    
        15  -0.043951351    6.895          6.895          4.925          234.13955      0             -3159.9697    
        16  -0.045411007    6.888          6.888          4.92           233.42716      0             -3404.8473    
        17  -0.046975422    6.881          6.881          4.915          232.71621      0             -3645.6027    
        18  -0.048642261    6.874          6.874          4.91           232.00671      0             -3881.7243    
        19  -0.050409013    6.867          6.867          4.905          231.29865      0             -4113.1042    
        20  -0.05227316     6.86           6.86           4.9            230.59204      0             -4339.7617    
        21  -0.054232117    6.853          6.853          4.895          229.88687      0             -4560.9167    
        22  -0.056282684    6.846          6.846          4.89           229.18313      0             -4774.8127    
        23  -0.058421141    6.839          6.839          4.885          228.48083      0             -4981.0616    
        24  -0.060643769    6.832          6.832          4.88           227.77997      0             -5179.6306    
        25  -0.062946848    6.825          6.825          4.875          227.08055      0             -5370.4727    
        26  -0.065326657    6.818          6.818          4.87           226.38255      0             -5553.5415    
        27  -0.067779479    6.811          6.811          4.865          225.68599      0             -5728.7996    
        28  -0.070301603    6.804          6.804          4.86           224.99086      0             -5896.211     
        29  -0.072889324    6.797          6.797          4.855          224.29716      0             -6055.7432    
        30  -0.075538944    6.79           6.79           4.85           223.60488      0             -6207.3673    
        31  -0.078246777    6.783          6.783          4.845          222.91404      0             -6351.0584    
        32  -0.081009148    6.776          6.776          4.84           222.22461      0             -6486.7952    
        33  -0.083822395    6.769          6.769          4.835          221.53661      0             -6614.5603    
        34  -0.086682871    6.762          6.762          4.83           220.85003      0             -6734.34      
        35  -0.089586944    6.755          6.755          4.825          220.16487      0             -6846.1245    
        36  -0.092531003    6.748          6.748          4.82           219.48113      0             -6949.908     
        37  -0.095511456    6.741          6.741          4.815          218.79881      0             -7045.6891    
        38  -0.098524732    6.734          6.734          4.81           218.1179       0             -7133.47      
        39  -0.10156728     6.727          6.727          4.805          217.4384       0             -7213.2566    
        40  -0.10463559     6.72           6.72           4.8            216.76032      0             -7285.0592    
        41  -0.10772615     6.713          6.713          4.795          216.08365      0             -7348.8921    
        42  -0.1108355      6.706          6.706          4.79           215.40839      0             -7404.7737    
        43  -0.1139602      6.699          6.699          4.785          214.73454      0             -7452.7255    
        44  -0.11709684     6.692          6.692          4.78           214.06209      0             -7492.6867    
        45  -0.12024208     6.685          6.685          4.775          213.39105      0             -7525.4562    
        46  -0.12339365     6.678          6.678          4.77           212.72141      0             -7555.2393    
        47  -0.12655072     6.671          6.671          4.765          212.05318      0             -7583.4682    
        48  -0.12971259     6.664          6.664          4.76           211.38634      0             -7610.1343    
        49  -0.13287859     6.657          6.657          4.755          210.72091      0             -7635.2875    
        50  -0.13604806     6.65           6.65           4.75           210.05687      0             -7658.9791    
        51  -0.13922037     6.643          6.643          4.745          209.39424      0             -7681.2619    
        52  -0.14239492     6.636          6.636          4.74           208.73299      0             -7702.1904    
        53  -0.14557112     6.629          6.629          4.735          208.07314      0             -7721.821     
        54  -0.14874844     6.622          6.622          4.73           207.41468      0             -7740.213     
        55  -0.15192634     6.615          6.615          4.725          206.75761      0             -7757.426     
        56  -0.15510434     6.608          6.608          4.72           206.10193      0             -7773.5192    
        57  -0.15828197     6.601          6.601          4.715          205.44764      0             -7788.5517    
        58  -0.16145878     6.594          6.594          4.71           204.79474      0             -7802.5829    
        59  -0.16463437     6.587          6.587          4.705          204.14322      0             -7815.6837    
        60  -0.16780835     6.58           6.58           4.7            203.49308      0             -7827.8828    
        61  -0.1709804      6.573          6.573          4.695          202.84432      0             -7839.9066    
        62  -0.17415103     6.566          6.566          4.69           202.19695      0             -7854.3622    
        63  -0.17732128     6.559          6.559          4.685          201.55095      0             -7871.5715    
        64  -0.18049225     6.552          6.552          4.68           200.90633      0             -7891.5703    
        65  -0.18366505     6.545          6.545          4.675          200.26309      0             -7914.4279    
        66  -0.18684081     6.538          6.538          4.67           199.62122      0             -7940.1984    
        67  -0.19002067     6.531          6.531          4.665          198.98073      0             -7968.9308    
        68  -0.19320578     6.524          6.524          4.66           198.3416       0             -8000.6676    
        69  -0.19639731     6.517          6.517          4.655          197.70385      0             -8035.4447    
        70  -0.1995964      6.51           6.51           4.65           197.06746      0             -8073.2913    
        71  -0.20280423     6.503          6.503          4.645          196.43245      0             -8114.2296    
        72  -0.20602197     6.496          6.496          4.64           195.79879      0             -8158.2745    
        73  -0.20925078     6.489          6.489          4.635          195.16651      0             -8205.4337    
        74  -0.21249182     6.482          6.482          4.63           194.53558      0             -8255.7072    
        75  -0.21574622     6.475          6.475          4.625          193.90602      0             -8309.0877    
        76  -0.21901514     6.468          6.468          4.62           193.27781      0             -8365.56      
        77  -0.22229968     6.461          6.461          4.615          192.65096      0             -8425.1026    
        78  -0.22560096     6.454          6.454          4.61           192.02547      0             -8487.6866    
        79  -0.22892004     6.447          6.447          4.605          191.40134      0             -8553.2827    
        80  -0.232258       6.44           6.44           4.6            190.77856      0             -8621.8557    
        81  -0.23561588     6.433          6.433          4.595          190.15713      0             -8693.7574    
        82  -0.23899588     6.426          6.426          4.59           189.53705      0             -8774.7018    
        83  -0.24240187     6.419          6.419          4.585          188.91833      0             -8866.5261    
        84  -0.24583789     6.412          6.412          4.58           188.30095      0             -8969.1037    
        85  -0.24930792     6.405          6.405          4.575          187.68491      0             -9082.4384    
        86  -0.25281592     6.398          6.398          4.57           187.07023      0             -9206.5006    
        87  -0.25636579     6.391          6.391          4.565          186.45688      0             -9341.2577    
        88  -0.25996141     6.384          6.384          4.56           185.84488      0             -9486.6742    
        89  -0.2636066      6.377          6.377          4.555          185.23422      0             -9642.711     
        90  -0.26730515     6.37           6.37           4.55           184.62489      0             -9809.3294    
        91  -0.27106081     6.363          6.363          4.545          184.01691      0             -9986.4899    
        92  -0.27487728     6.356          6.356          4.54           183.41026      0             -10174.152    
        93  -0.27875823     6.349          6.349          4.535          182.80495      0             -10372.274    
        94  -0.28270728     6.342          6.342          4.53           182.20097      0             -10580.815    
        95  -0.28672803     6.335          6.335          4.525          181.59832      0             -10799.734    
        96  -0.290824       6.328          6.328          4.52           180.997        0             -11028.995    
        97  -0.2949987      6.321          6.321          4.515          180.39701      0             -11268.557    
        98  -0.29925559     6.314          6.314          4.51           179.79835      0             -11518.384    
        99  -0.30359811     6.307          6.307          4.505          179.20101      0             -11778.442    
       100  -0.30802964     6.3            6.3            4.5            178.605        0             -12048.734    
       101  -0.3125535      6.293          6.293          4.495          178.01031      0             -12328.768    
       102  -0.31717267     6.286          6.286          4.49           177.41694      0             -12617.565    
       103  -0.32188985     6.279          6.279          4.485          176.8249       0             -12914.875    
       104  -0.32670771     6.272          6.272          4.48           176.23417      0             -13220.686    
       105  -0.33162888     6.265          6.265          4.475          175.64476      0             -13534.964    
       106  -0.33665598     6.258          6.258          4.47           175.05666      0             -13857.677    
       107  -0.34179158     6.251          6.251          4.465          174.46988      0             -14188.793    
       108  -0.34703821     6.244          6.244          4.46           173.88441      0             -14528.284    
       109  -0.3523984      6.237          6.237          4.455          173.30025      0             -14876.123    
       110  -0.35787461     6.23           6.23           4.45           172.7174       0             -15232.282    
       111  -0.36346932     6.223          6.223          4.445          172.13587      0             -15596.738    
       112  -0.36918494     6.216          6.216          4.44           171.55563      0             -15969.465    
       113  -0.37502387     6.209          6.209          4.435          170.97671      0             -16350.441    
       114  -0.38098849     6.202          6.202          4.43           170.39908      0             -16739.643    
       115  -0.38708113     6.195          6.195          4.425          169.82276      0             -17137.043    
       116  -0.3933041      6.188          6.188          4.42           169.24774      0             -17542.627    
       117  -0.39965972     6.181          6.181          4.415          168.67402      0             -17954.637    
       118  -0.40614685     6.174          6.174          4.41           168.1016       0             -18355.908    
       119  -0.41275872     6.167          6.167          4.405          167.53047      0             -18737.534    
       120  -0.41948794     6.16           6.16           4.4            166.96064      0             -19100.127    
       121  -0.42632719     6.153          6.153          4.395          166.3921       0             -19443.728    
       122  -0.43326918     6.146          6.146          4.39           165.82486      0             -19768.366    
       123  -0.44030671     6.139          6.139          4.385          165.2589       0             -20074.075    
       124  -0.44743263     6.132          6.132          4.38           164.69424      0             -20360.897    
       125  -0.45463983     6.125          6.125          4.375          164.13086      0             -20628.879    
       126  -0.46192131     6.118          6.118          4.37           163.56877      0             -20878.072    
       127  -0.46927008     6.111          6.111          4.365          163.00796      0             -21108.533    
       128  -0.47667926     6.104          6.104          4.36           162.44844      0             -21320.321    
       129  -0.48414202     6.097          6.097          4.355          161.8902       0             -21513.5      
       130  -0.49165159     6.09           6.09           4.35           161.33323      0             -21688.135    
       131  -0.49920128     6.083          6.083          4.345          160.77755      0             -21844.293    
       132  -0.50678446     6.076          6.076          4.34           160.22315      0             -21982.042    
       133  -0.51439459     6.069          6.069          4.335          159.67002      0             -22101.451    
       134  -0.52202515     6.062          6.062          4.33           159.11816      0             -22202.589    
       135  -0.52966975     6.055          6.055          4.325          158.56758      0             -22285.524    
       136  -0.53732201     6.048          6.048          4.32           158.01827      0             -22350.323    
       137  -0.54497566     6.041          6.041          4.315          157.47023      0             -22397.05     
       138  -0.55262446     6.034          6.034          4.31           156.92346      0             -22425.769    
       139  -0.56026225     6.027          6.027          4.305          156.37796      0             -22436.531    
       140  -0.56788295     6.02           6.02           4.3            155.83372      0             -22429.422    
       141  -0.57548048     6.013          6.013          4.295          155.29075      0             -22404.164    
       142  -0.58304859     6.006          6.006          4.29           154.74903      0             -22359.804    
       143  -0.59058088     5.999          5.999          4.285          154.20858      0             -22296.307    
       144  -0.59807104     5.992          5.992          4.28           153.66939      0             -22213.7      
       145  -0.60551277     5.985          5.985          4.275          153.13146      0             -22112.003    
       146  -0.61289986     5.978          5.978          4.27           152.59479      0             -21991.232    
       147  -0.62022613     5.971          5.971          4.265          152.05937      0             -21851.394    
       148  -0.62748544     5.964          5.964          4.26           151.5252       0             -21692.49     
       149  -0.6346717      5.957          5.957          4.255          150.99229      0             -21514.51     
       150  -0.64177887     5.95           5.95           4.25           150.46062      0             -21317.437    
       151  -0.64880093     5.943          5.943          4.245          149.93021      0             -21101.244    
       152  -0.6557319      5.936          5.936          4.24           149.40105      0             -20865.555    
       153  -0.66256586     5.929          5.929          4.235          148.87313      0             -20612.245    
       154  -0.66930062     5.922          5.922          4.23           148.34646      0             -20365.663    
       155  -0.67594154     5.915          5.915          4.225          147.82103      0             -20137.111    
       156  -0.6824949      5.908          5.908          4.22           147.29684      0             -19926.389    
       157  -0.68896688     5.901          5.901          4.215          146.77389      0             -19733.531    
       158  -0.69536363     5.894          5.894          4.21           146.25218      0             -19558.505    
       159  -0.70169124     5.887          5.887          4.205          145.73171      0             -19401.288    
       160  -0.70795575     5.88           5.88           4.2            145.21248      0             -19261.866    
       161  -0.71416316     5.873          5.873          4.195          144.69448      0             -19140.233    
       162  -0.72031942     5.866          5.866          4.19           144.17772      0             -19036.391    
       163  -0.72643046     5.859          5.859          4.185          143.66218      0             -18950.348    
       164  -0.73250216     5.852          5.852          4.18           143.14788      0             -18882.12     
       165  -0.73854035     5.845          5.845          4.175          142.6348       0             -18831.727    
       166  -0.74455084     5.838          5.838          4.17           142.12296      0             -18799.196    
       167  -0.75053942     5.831          5.831          4.165          141.61234      0             -18784.558    
       168  -0.75651184     5.824          5.824          4.16           141.10294      0             -18787.848    
       169  -0.7624738      5.817          5.817          4.155          140.59477      0             -18809.104    
       170  -0.76843101     5.81           5.81           4.15           140.08781      0             -18848.369    
       171  -0.77438912     5.803          5.803          4.145          139.58208      0             -18905.685    
       172  -0.78035377     5.796          5.796          4.14           139.07757      0             -18981.098    
       173  -0.78633056     5.789          5.789          4.135          138.57427      0             -19074.656    
       174  -0.79232509     5.782          5.782          4.13           138.07219      0             -19186.405    
       175  -0.7983429      5.775          5.775          4.125          137.57133      0             -19316.391    
       176  -0.80438953     5.768          5.768          4.12           137.07167      0             -19464.663    
       177  -0.81047047     5.761          5.761          4.115          136.57323      0             -19631.264    
       178  -0.81659121     5.754          5.754          4.11           136.076        0             -19816.237    
       179  -0.82275719     5.747          5.747          4.105          135.57998      0             -20019.622    
       180  -0.82897382     5.74           5.74           4.1            135.08516      0             -20241.441    
       181  -0.83524653     5.733          5.733          4.095          134.59155      0             -20482.195    
       182  -0.84158099     5.726          5.726          4.09           134.09914      0             -20742.958    
       183  -0.84798304     5.719          5.719          4.085          133.60794      0             -21023.979    
       184  -0.85445848     5.712          5.712          4.08           133.11793      0             -21325.253    
       185  -0.86101307     5.705          5.705          4.075          132.62913      0             -21646.802    
       186  -0.86765254     5.698          5.698          4.07           132.14152      0             -21988.643    
       187  -0.87438258     5.691          5.691          4.065          131.65511      0             -22350.777    
       188  -0.88120883     5.684          5.684          4.06           131.1699       0             -22733.112    
       189  -0.88813691     5.677          5.677          4.055          130.68587      0             -23135.514    
       190  -0.89517102     5.67           5.67           4.05           130.20304      0             -23548.204    
       191  -0.90231249     5.663          5.663          4.045          129.72141      0             -23965.189    
       192  -0.90956208     5.656          5.656          4.04           129.24096      0             -24386.833    
       193  -0.91692055     5.649          5.649          4.035          128.7617       0             -24813.023    
       194  -0.92438866     5.642          5.642          4.03           128.28362      0             -25243.713    
       195  -0.93196711     5.635          5.635          4.025          127.80673      0             -25678.855    
       196  -0.93965661     5.628          5.628          4.02           127.33102      0             -26118.398    
       197  -0.94745784     5.621          5.621          4.015          126.8565       0             -26562.287    
       198  -0.95537143     5.614          5.614          4.01           126.38315      0             -27010.467    
       199  -0.96339802     5.607          5.607          4.005          125.91099      0             -27462.878    
       200  -0.9715382      5.6            5.6            4              125.44         0             -27919.46     
       201  -0.97979255     5.593          5.593          3.995          124.97019      0             -28380.147    
       202  -0.9881616      5.586          5.586          3.99           124.50155      0             -28844.873    
       203  -0.99664588     5.579          5.579          3.985          124.03409      0             -29313.568    
       204  -1.0052459      5.572          5.572          3.98           123.56779      0             -29786.16     
       205  -1.013962       5.565          5.565          3.975          123.10267      0             -30262.575    
       206  -1.0227948      5.558          5.558          3.97           122.63872      0             -30742.734    
       207  -1.0317446      5.551          5.551          3.965          122.17593      0             -31226.557    
       208  -1.0408117      5.544          5.544          3.96           121.71431      0             -31713.962    
       209  -1.0499966      5.537          5.537          3.955          121.25385      0             -32204.862    
       210  -1.0592994      5.53           5.53           3.95           120.79455      0             -32699.169    
       211  -1.0687206      5.523          5.523          3.945          120.33642      0             -33196.793    
       212  -1.0782603      5.516          5.516          3.94           119.87945      0             -33697.64     
       213  -1.0879188      5.509          5.509          3.935          119.42363      0             -34201.613    
       214  -1.0977041      5.502          5.502          3.93           118.96898      0             -34615.652    
       215  -1.1075962      5.495          5.495          3.925          118.51547      0             -35280.167    
       216  -1.1176508      5.488          5.488          3.92           118.06312      0             -35944.707    
       217  -1.1278668      5.481          5.481          3.915          117.61193      0             -36609.126    
       218  -1.1382434      5.474          5.474          3.91           117.16188      0             -37273.274    
       219  -1.1487796      5.467          5.467          3.905          116.71299      0             -37937.007    
       220  -1.1594742      5.46           5.46           3.9            116.26524      0             -38600.155    
       221  -1.1703261      5.453          5.453          3.895          115.81864      0             -39262.749    
       222  -1.1813345      5.446          5.446          3.89           115.37318      0             -39925.052    
       223  -1.1924981      5.439          5.439          3.885          114.92887      0             -40586.95     
       224  -1.2038161      5.432          5.432          3.88           114.4857       0             -41248.342    
       225  -1.2152874      5.425          5.425          3.875          114.04367      0             -41908.58     
       226  -1.2269096      5.418          5.418          3.87           113.60278      0             -42558.53     
       227  -1.238678       5.411          5.411          3.865          113.16303      0             -43191.331    
       228  -1.2505868      5.404          5.404          3.86           112.72441      0             -43807.24     
       229  -1.2626307      5.397          5.397          3.855          112.28693      0             -44406.374    
       230  -1.2748043      5.39           5.39           3.85           111.85058      0             -44988.844    
       231  -1.2871023      5.383          5.383          3.845          111.41537      0             -45554.774    
       232  -1.2995194      5.376          5.376          3.84           110.98128      0             -46104.302    
       233  -1.3120506      5.369          5.369          3.835          110.54833      0             -46637.58     
       234  -1.3246907      5.362          5.362          3.83           110.1165       0             -47154.772    
       235  -1.3374347      5.355          5.355          3.825          109.6858       0             -47656.056    
       236  -1.3502777      5.348          5.348          3.82           109.25622      0             -48141.622    
       237  -1.363215       5.341          5.341          3.815          108.82776      0             -48611.673    
       238  -1.3762417      5.334          5.334          3.81           108.40043      0             -49066.421    
       239  -1.3893532      5.327          5.327          3.805          107.97421      0             -49506.09     
       240  -1.402545       5.32           5.32           3.8            107.54912      0             -49930.915    
       241  -1.4158125      5.313          5.313          3.795          107.12514      0             -50341.14     
       242  -1.4291516      5.306          5.306          3.79           106.70228      0             -50737.019    
       243  -1.4425579      5.299          5.299          3.785          106.28053      0             -51118.808    
       244  -1.4560272      5.292          5.292          3.78           105.8599       0             -51487.035    
       245  -1.4695556      5.285          5.285          3.775          105.44037      0             -51842.409    
       246  -1.4831395      5.278          5.278          3.77           105.02196      0             -52185.232    
       247  -1.496775       5.271          5.271          3.765          104.60466      0             -52515.795    
       248  -1.5104587      5.264          5.264          3.76           104.18846      0             -52834.392    
       249  -1.524187       5.257          5.257          3.755          103.77336      0             -53141.323    
       250  -1.5379567      5.25           5.25           3.75           103.35937      0             -53436.888    
       251  -1.5517645      5.243          5.243          3.745          102.94649      0             -53721.387    
       252  -1.5656071      5.236          5.236          3.74           102.5347       0             -53995.12     
       253  -1.5794816      5.229          5.229          3.735          102.12402      0             -54258.387    
       254  -1.5933851      5.222          5.222          3.73           101.71443      0             -54511.48     
       255  -1.6073145      5.215          5.215          3.725          101.30594      0             -54754.69     
       256  -1.6212672      5.208          5.208          3.72           100.89854      0             -54988.302    
       257  -1.6352406      5.201          5.201          3.715          100.49224      0             -55212.593    
       258  -1.6492319      5.194          5.194          3.71           100.08703      0             -55427.833    
       259  -1.6632388      5.187          5.187          3.705          99.68291       0             -55634.28     
       260  -1.6772587      5.18           5.18           3.7            99.27988       0             -55832.207    
       261  -1.6912894      5.173          5.173          3.695          98.877938      0             -56020.858    
       262  -1.7053287      5.166          5.166          3.69           98.477082      0             -56206.543    
       263  -1.7193767      5.159          5.159          3.685          98.07731       0             -56395.052    
       264  -1.7334338      5.152          5.152          3.68           97.678623      0             -56586.336    
       265  -1.7475006      5.145          5.145          3.675          97.281017      0             -56780.427    
       266  -1.7615776      5.138          5.138          3.67           96.884491      0             -56977.273    
       267  -1.7756652      5.131          5.131          3.665          96.489045      0             -57176.813    
       268  -1.7897638      5.124          5.124          3.66           96.094676      0             -57378.982    
       269  -1.803874       5.117          5.117          3.655          95.701383      0             -57583.704    
       270  -1.817996       5.11           5.11           3.65           95.309165      0             -57790.901    
       271  -1.8321302      5.103          5.103          3.645          94.91802       0             -58000.439    
       272  -1.846277       5.096          5.096          3.64           94.527946      0             -58212.902    
       273  -1.8604378      5.089          5.089          3.635          94.138943      0             -58437.094    
       274  -1.8746158      5.082          5.082          3.63           93.751008      0             -58676.469    
       275  -1.8888145      5.075          5.075          3.625          93.364141      0             -58931.034    
       276  -1.9030372      5.068          5.068          3.62           92.978339      0             -59200.81     
       277  -1.9172872      5.061          5.061          3.615          92.593601      0             -59485.826    
       278  -1.931568       5.054          5.054          3.61           92.209927      0             -59786.112    
       279  -1.9458827      5.047          5.047          3.605          91.827313      0             -60101.707    
       280  -1.9602349      5.04           5.04           3.6            91.44576       0             -60432.653    
       281  -1.9746276      5.033          5.033          3.595          91.065265      0             -60779.003    
       282  -1.9890642      5.026          5.026          3.59           90.685827      0             -61140.815    
       283  -2.0035479      5.019          5.019          3.585          90.307444      0             -61518.155    
       284  -2.018082       5.012          5.012          3.58           89.930116      0             -61911.103    
       285  -2.0326697      5.005          5.005          3.575          89.553839      0             -62319.741    
       286  -2.0473142      4.998          4.998          3.57           89.178614      0             -62744.167    
       287  -2.0620186      4.991          4.991          3.565          88.804439      0             -63184.484    
       288  -2.0767863      4.984          4.984          3.56           88.431311      0             -63640.81     
       289  -2.0916205      4.977          4.977          3.555          88.059231      0             -64113.266    
       290  -2.1065242      4.97           4.97           3.55           87.688195      0             -64601.989    
       291  -2.1215008      4.963          4.963          3.545          87.318203      0             -65107.122    
       292  -2.1365534      4.956          4.956          3.54           86.949253      0             -65628.819    
       293  -2.1516852      4.949          4.949          3.535          86.581345      0             -66167.242    
       294  -2.1668996      4.942          4.942          3.53           86.214475      0             -66722.564    
       295  -2.1821996      4.935          4.935          3.525          85.848643      0             -67294.966    
