

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.332 | 4.332 | 4.332 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
         0  -2.7728852      5              5              3              75             0             -78531.493    
         1  -2.7839354      4.995          4.995          2.997          74.775225      0             -79000.757    
         2  -2.7950301      4.99           4.99           2.994          74.550899      0             -79482.399    
         3  -2.8061708      4.985          4.985          2.991          74.327023      0             -79976.256    
         4  -2.8173587      4.98           4.98           2.988          74.103595      0             -80481.549    
         5  -2.8285954      4.975          4.975          2.985          73.880616      0             -80998.193    
         6  -2.8398821      4.97           4.97           2.982          73.658084      0             -81526.179    
         7  -2.85122        4.965          4.965          2.979          73.435999      0             -82065.494    
         8  -2.8626105      4.96           4.96           2.976          73.214362      0             -82616.128    
         9  -2.8740548      4.955          4.955          2.973          72.99317       0             -83178.072    
        10  -2.8855543      4.95           4.95           2.97           72.772425      0             -83751.318    
        11  -2.8971102      4.945          4.945          2.967          72.552125      0             -84335.858    
        12  -2.9087237      4.94           4.94           2.964          72.33227       0             -84931.684    
        13  -2.9203961      4.935          4.935          2.961          72.11286       0             -85538.789    
        14  -2.9321287      4.93           4.93           2.958          71.893894      0             -86157.167    
        15  -2.9439225      4.925          4.925          2.955          71.675372      0             -86786.811    
        16  -2.9557789      4.92           4.92           2.952          71.457293      0             -87427.715    
        17  -2.967699       4.915          4.915          2.949          71.239657      0             -88079.87     
        18  -2.9796841      4.91           4.91           2.946          71.022463      0             -88743.271    
        19  -2.9917354      4.905          4.905          2.943          70.805711      0             -89417.929    
        20  -3.0038539      4.9            4.9            2.94           70.5894        0             -90104.314    
        21  -3.0160407      4.895          4.895          2.937          70.37353       0             -90797.225    
        22  -3.0282956      4.89           4.89           2.934          70.158101      0             -91484.488    
        23  -3.0406172      4.885          4.885          2.931          69.943112      0             -92163.52     
        24  -3.0530039      4.88           4.88           2.928          69.728563      0             -92834.22     
        25  -3.0654543      4.875          4.875          2.925          69.514453      0             -93496.364    
        26  -3.0779669      4.87           4.87           2.922          69.300782      0             -94149.728    
        27  -3.0905402      4.865          4.865          2.919          69.087549      0             -94794.085    
        28  -3.1031727      4.86           4.86           2.916          68.874754      0             -95429.21     
        29  -3.1158627      4.855          4.855          2.913          68.662396      0             -96054.875    
        30  -3.1286088      4.85           4.85           2.91           68.450475      0             -96670.853    
        31  -3.1414093      4.845          4.845          2.907          68.238991      0             -97276.915    
        32  -3.1542625      4.84           4.84           2.904          68.027942      0             -97872.832    
        33  -3.1671669      4.835          4.835          2.901          67.81733       0             -98458.407    
        34  -3.1801207      4.83           4.83           2.898          67.607152      0             -99033.203    
        35  -3.1931223      4.825          4.825          2.895          67.397409      0             -99596.408    
        36  -3.2061697      4.82           4.82           2.892          67.188101      0             -100147.24    
        37  -3.219261       4.815          4.815          2.889          66.979226      0             -100685.75    
        38  -3.2324283      4.81           4.81           2.886          66.770785      0             -100804.99    
        39  -3.2455685      4.805          4.805          2.883          66.562776      0             -101615.38    
        40  -3.2587846      4.8            4.8            2.88           66.3552        0             -102397.04    
        41  -3.2720724      4.795          4.795          2.877          66.148056      0             -103150.21    
        42  -3.2854279      4.79           4.79           2.874          65.941343      0             -103874.78    
        43  -3.2988469      4.785          4.785          2.871          65.735062      0             -104570.7     
        44  -3.3123255      4.78           4.78           2.868          65.529211      0             -105237.94    
        45  -3.3258597      4.775          4.775          2.865          65.323791      0             -105876.49    
        46  -3.3394454      4.77           4.77           2.862          65.1188        0             -106486.33    
        47  -3.3530787      4.765          4.765          2.859          64.914238      0             -107067.48    
        48  -3.3667556      4.76           4.76           2.856          64.710106      0             -107619.95    
        49  -3.3804722      4.755          4.755          2.853          64.506401      0             -108143.79    
        50  -3.3942247      4.75           4.75           2.85           64.303125      0             -108639.04    
        51  -3.4080091      4.745          4.745          2.847          64.100276      0             -109105.75    
        52  -3.4218217      4.74           4.74           2.844          63.897854      0             -109544.01    
        53  -3.4356586      4.735          4.735          2.841          63.695859      0             -109953.89    
        54  -3.4495162      4.73           4.73           2.838          63.49429       0             -110335.5     
        55  -3.4633906      4.725          4.725          2.835          63.293147      0             -110688.95    
        56  -3.477325       4.72           4.72           2.832          63.092429      0             -110352.99    
        57  -3.491176       4.715          4.715          2.829          62.892136      0             -111234.18    
        58  -3.5051053      4.71           4.71           2.826          62.692267      0             -112079.3     
        59  -3.5191081      4.705          4.705          2.823          62.492822      0             -112888.36    
        60  -3.5331794      4.7            4.7            2.82           62.2938        0             -113661.05    
        61  -3.5473144      4.695          4.695          2.817          62.095201      0             -114402.42    
        62  -3.5615103      4.69           4.69           2.814          61.897025      0             -115131.97    
        63  -3.5757653      4.685          4.685          2.811          61.699271      0             -115851.81    
        64  -3.590078       4.68           4.68           2.808          61.501939      0             -116561.92    
        65  -3.6044469      4.675          4.675          2.805          61.305028      0             -117262.58    
        66  -3.6188704      4.67           4.67           2.802          61.108538      0             -117954.01    
        67  -3.6333471      4.665          4.665          2.799          60.912468      0             -118636.45    
        68  -3.6478756      4.66           4.66           2.796          60.716818      0             -119310.14    
        69  -3.6624546      4.655          4.655          2.793          60.521587      0             -119975.32    
        70  -3.6770826      4.65           4.65           2.79           60.326775      0             -120632.27    
        71  -3.6917585      4.645          4.645          2.787          60.132382      0             -121281.27    
        72  -3.7064809      4.64           4.64           2.784          59.938406      0             -121922.61    
